iso_code,year,fertility_rate,current_usd,deflation,annual_rate,female_participation,unemployment,married_percentage,WGI,CPI10,CPI100,log_gdppc
GNB,1961,5.931,,,,,,,,,,
GNQ,1961,5.661,,,,,,,,,,
GRC,1961,2.13,582.563503591063,1.09637902436619,12.3097924164889,,,,,,,6.367438198538164
GRD,1961,6.627,,,,,,,,,,
GRL,1961,6.781,,,,,,,,,,
GTM,1961,6.979,257.20215058952,-1.08036505460578,1.24530465223171,,,,,,,5.549862353874074
GUM,1961,5.948,,,,,,,,,,
GUY,1961,6.339,319.017754796284,4.29350364903,2.27700446180523,,,,,,,5.765246758904616
HIC,1961,2.92046907655382,1268.77177638684,,3.2994640717241,,,,,,,7.145804606297456
HKG,1961,5.169,436.754411520393,,,,,,,,,6.079371049753979
HND,1961,7.448,167.920491862786,4.18905506794871,-0.986082276755326,,,,,,,5.123490604657599
HPC,1961,6.66549650561301,133.971714578277,3.82995246658545,-2.50285275084214,,,,,,,4.897628692432549
HRV,1961,2.219,,,,,,,,,,
HTI,1961,6.179,68.99056510131,2.2206246641594,-4.67585608432115,,,,,,,4.233969757585639
HUN,1961,1.94,,0.980850017531793,4.23594777720469,,,,,,,
IBD,1961,4.76035280865593,161.849857530394,2.01373056169021,-0.0179428389932355,,,,,,,5.086669100114801
IBT,1961,5.08171890586984,154.263842189755,2.59514401228143,-0.241059785292848,,,,,,,5.038664397428624
IDA,1961,6.60795987482532,112.693024044161,2.99006346469766,-1.28717550877529,,,,,,,4.724667520675292
IDB,1961,6.6552468100513,104.270020888204,3.05909374204561,-0.744879322501262,,,,,,,4.6469838891295145
IDN,1961,5.522,,13.9360155113771,2.83461862501213,,,,,,,
IDX,1961,6.58654558911163,120.867202366267,,,,,,,,,4.794692441796159
IMN,1961,2.688,,,,,,,,,,
IND,1961,5.937,87.8538613470205,2.14542764709287,1.26664879370229,,,,,,,4.475674767531938
IRL,1961,3.78,761.851359570018,2.52392209617693,5.1723325164352,,,,,,,6.635751470477685
IRN,1961,7.459,200.081529294826,-4.49823287156678,7.12149860032972,,,,,,,5.298724929956916
IRQ,1961,5.8,232.392612190864,1.33909170745096,4.7524598534924,,,,,,,5.448428235276531
ISL,1961,3.88,1439.44972356432,13.2708468939024,-2.00260727283336,,,,,,,7.272016183123654
ISR,1961,3.858,1697.29357961733,8.60934375923006,7.5914182360993,,,,,,,7.43679024945682
ITA,1961,2.44,923.08778375214,2.78215888207644,7.4864188391403,,,,,,,6.82772433697087
JAM,1961,5.597,447.057273660594,,,,,,,,,6.102686715400368
JOR,1961,7.699,,,,,,,,,,
JPN,1961,1.96,608.864581144951,7.78571761614081,11.0440730403404,,,,,,,6.411595880331689
KAZ,1961,4.424,,,,,,,,,,
KEN,1961,7.715,99.2716957068382,8.6621766402076,-11.1513604419023,,,,,,,4.597860492221007
KGZ,1961,5.364,,,,,,,,,,
KHM,1961,6.302,,,,,,,,,,
KIR,1961,6.477,,,,,,,,,,
KNA,1961,6.272,225.599127572162,,,,,,,,,5.4187596524717545
KOR,1961,5.803,93.8313831944754,12.8977141579778,3.80955476222881,,,,,,,4.541499375688299
KWT,1961,7.248,,,,,,,,,,
LAC,1961,5.95153873121599,344.849890352972,3.11572917566958,3.28297902697024,,,,,,,5.8431092219215355
LAO,1961,6.31,,,,,,,,,,
LBN,1961,5.891,,,,,,,,,,
LBR,1961,6.446,157.504686495101,-5.75102700812056,-0.0334695228826689,,,,,,,5.0594552133474515
LBY,1961,7.556,285.341580882777,0.569889386613113,5.45892663854784,,,,,,,5.653686992018896
LCA,1961,6.835,,,,,,,,,,
LCN,1961,5.85790066538361,389.511628837173,2.74368011526142,3.25871984855961,,,,,,,5.964893720673017
LDC,1961,6.62006586016514,117.137585022215,2.57828873036816,,,,,,,,4.763349184282268
LIC,1961,6.39206111627946,,4.01443455551561,,,,,,,,
LIE,1961,2.778,,,,,,,,,,
LKA,1961,5.24,145.900945139998,,,,,,,,,4.982927933506374
LMC,1961,6.20395340706333,108.57471692177,,0.734432918738804,,,,,,,4.687438571203764
LMY,1961,5.30780731829546,127.456588132559,2.99006346469766,-0.408613356664517,,,,,,,4.847775821385391
LSO,1961,5.785,47.0464636332084,1.3489167049038,-1.13198629168232,,,,,,,3.851135701319417
LTE,1961,3.99562235563039,155.808833538085,,-3.8938868371111,,,,,,,5.048629829763174
LTU,1961,2.53,,,,,,,,,,
LVA,1961,1.94,,,,,,,,,,
MAC,1961,4.674,,,,,,,,,,
MAF,1961,6.395,,,,,,,,,,
MAR,1961,6.969,169.318435668945,,,,,,,,,5.13178117670705
MCO,1961,2.783,,,,,,,,,,
MDA,1961,3.228,,,,,,,,,,
MDG,1961,7.299,133.271232882825,1.78945574498451,-0.579906019084788,,,,,,,4.892386396564265
MDV,1961,6.792,,,,,,,,,,
MEA,1961,6.96875002549603,191.19697817765,,3.43116872522688,,,,,,,5.25330419598221
MEX,1961,6.777,373.712216995471,3.41805433758755,1.7701917694359,,,,,,,5.923486027943877
MHL,1961,8.115,,,,,,,,,,
MIC,1961,5.24092066632468,129.071390331725,,-0.221181426617562,,,,,,,4.860365664709162
MKD,1961,3.615,,,,,,,,,,
MLI,1961,7.031,,,,,,,,,,
MLT,1961,3.27,,,,,,,,,,
